,entity_type,n_possible_dependents,possible_dependents,raw_sentence,sentence_position,sentence_root,text_value
1343,PERSON,1,PERSON:SCHLESINGER,SCHLESINGER:  ,28948,SCHLESINGER,SCHLESINGER
1344,PERSON,2,"PERSON:Mr., PERSON:Shulman","But then when he starts reciting\n\nwhat Mr. Shulman said, that\'s pure hearsay.  ",28995,said,Mr. Shulman
1345,ORG,2,"ORG:Trade, ORG:Thompson",So\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=138\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5632,29011,signed,Trade Thompson
1346,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",So\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=138\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5632,29011,signed,358-6486
1347,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",So\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=138\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5632,29011,signed,1480753
1348,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",So\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=138\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5632,29011,signed,358 6486
1349,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",So\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=138\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5632,29011,signed,1480753
1350,INTERNATIONAL_PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",So\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=138\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5632,29011,signed,001-060-358-6486
1351,PERSON,1,PERSON:SCHLESINGER,SCHLESINGER:  ,29066,SCHLESINGER,SCHLESINGER
1352,PERSON,1,PERSON:SCHLESINGER,SCHLESINGER:  ,29096,SCHLESINGER,SCHLESINGER
1353,PERSON,1,PERSON:doesn\'t,He doesn\'t have an x-ray.  ,29131,have,doesn\'t
1354,ORG,2,"ORG:Trade, ORG:Thompson","Are you going to give them a\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=139\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nbreak, Judge?\n\nTHE COURT:",29241,going,Trade Thompson
1355,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","Are you going to give them a\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=139\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nbreak, Judge?\n\nTHE COURT:",29241,going,358-6486
1356,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","Are you going to give them a\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=139\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nbreak, Judge?\n\nTHE COURT:",29241,going,1480753
1357,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","Are you going to give them a\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=139\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nbreak, Judge?\n\nTHE COURT:",29241,going,358 6486
1358,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","Are you going to give them a\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=139\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nbreak, Judge?\n\nTHE COURT:",29241,going,1480753
1359,INTERNATIONAL_PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","Are you going to give them a\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=139\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nbreak, Judge?\n\nTHE COURT:",29241,going,001-060-358-6486
1360,PERSON,1,PERSON:MR,BY MR.,29309,BY,MR
1361,PERSON,2,"PERSON:Mr., PERSON:Shulman","How long, from your review of these records, was Mr. Shulman able to go without a cigarette during his quit attempts, please?\n\nA    ",29313,was,Mr. Shulman
1362,ORG,2,"ORG:Trade, ORG:Thompson","It has what\'s called a half life of about two hours, that means half of it is gone in two\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=140\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5634 hours.  ",29417,has,Trade Thompson
1363,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","It has what\'s called a half life of about two hours, that means half of it is gone in two\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=140\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5634 hours.  ",29417,has,358-6486
1364,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","It has what\'s called a half life of about two hours, that means half of it is gone in two\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=140\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5634 hours.  ",29417,has,1480753
1365,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","It has what\'s called a half life of about two hours, that means half of it is gone in two\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=140\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5634 hours.  ",29417,has,358 6486
1366,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","It has what\'s called a half life of about two hours, that means half of it is gone in two\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=140\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5634 hours.  ",29417,has,1480753
1367,INTERNATIONAL_PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","It has what\'s called a half life of about two hours, that means half of it is gone in two\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=140\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5634 hours.  ",29417,has,001-060-358-6486
1368,PERSON,1,PERSON:can\'t,"Any time in the first 24 hours the nicotine\n\nsymptoms could begin, but for severely addicted\n\npeople, they can\'t even get a day.  ",29460,time,can\'t
1369,PERSON,2,"PERSON:Mr., PERSON:Shulman\",Did you see that in Mr. Shulman\'s case he was never able to go a full 24 hours without cigarettes during the period of time he was heavily addicted?\n\nA    ,29528,see,Mr. Shulman\
1370,PERSON,2,"PERSON:I, PERSON:couldn\'t",and I couldn\'t do it.  ,29606,do,I couldn\'t
1371,PERSON,3,"PERSON:reporting\n\nElectronically, ORG:Trade, ORG:Thompson",Is that a buzzword to you when you see your patients reporting\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=141\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5635\n\nit?\n\nA I think the craving can feel like hunger.,29662,Is,reporting\n\nElectronically
1372,ORG,3,"PERSON:reporting\n\nElectronically, ORG:Trade, ORG:Thompson",Is that a buzzword to you when you see your patients reporting\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=141\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5635\n\nit?\n\nA I think the craving can feel like hunger.,29662,Is,Trade Thompson
1373,PHONE_NUMBER,3,"PERSON:reporting\n\nElectronically, ORG:Trade, ORG:Thompson",Is that a buzzword to you when you see your patients reporting\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=141\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5635\n\nit?\n\nA I think the craving can feel like hunger.,29662,Is,358-6486
1374,PHONE_NUMBER,3,"PERSON:reporting\n\nElectronically, ORG:Trade, ORG:Thompson",Is that a buzzword to you when you see your patients reporting\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=141\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5635\n\nit?\n\nA I think the craving can feel like hunger.,29662,Is,1480753
1375,PHONE_NUMBER,3,"PERSON:reporting\n\nElectronically, ORG:Trade, ORG:Thompson",Is that a buzzword to you when you see your patients reporting\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=141\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5635\n\nit?\n\nA I think the craving can feel like hunger.,29662,Is,358 6486
1376,PHONE_NUMBER,3,"PERSON:reporting\n\nElectronically, ORG:Trade, ORG:Thompson",Is that a buzzword to you when you see your patients reporting\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=141\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5635\n\nit?\n\nA I think the craving can feel like hunger.,29662,Is,1480753
1377,INTERNATIONAL_PHONE_NUMBER,3,"PERSON:reporting\n\nElectronically, ORG:Trade, ORG:Thompson",Is that a buzzword to you when you see your patients reporting\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=141\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5635\n\nit?\n\nA I think the craving can feel like hunger.,29662,Is,001-060-358-6486
1378,PERSON,1,PERSON:related.\n\nQ,"It\'s hard to distinguish between actual craving and hunger and anxiety, those things are closely related.\n\nQ    ",29701,are,related.\n\nQ    
1379,ORG,2,"ORG:MR, ORG:.",MR.,29831,MR,MR.
1380,PERSON,1,PERSON:MR,MR.,29838,MR,MR
1381,ORG,2,"ORG:Trade, ORG:Thompson","One of the problems with\n\nineffective techniques is people are trying to\n\ncontrol the smoking, they stall, they delay, and\n\nthe tension builds and builds and then it breaks\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=142\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5636 them.  ",29866,is,Trade Thompson
1382,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","One of the problems with\n\nineffective techniques is people are trying to\n\ncontrol the smoking, they stall, they delay, and\n\nthe tension builds and builds and then it breaks\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=142\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5636 them.  ",29866,is,358-6486
1383,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","One of the problems with\n\nineffective techniques is people are trying to\n\ncontrol the smoking, they stall, they delay, and\n\nthe tension builds and builds and then it breaks\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=142\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5636 them.  ",29866,is,1480753
1384,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","One of the problems with\n\nineffective techniques is people are trying to\n\ncontrol the smoking, they stall, they delay, and\n\nthe tension builds and builds and then it breaks\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=142\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5636 them.  ",29866,is,358 6486
1385,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","One of the problems with\n\nineffective techniques is people are trying to\n\ncontrol the smoking, they stall, they delay, and\n\nthe tension builds and builds and then it breaks\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=142\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5636 them.  ",29866,is,1480753
1386,INTERNATIONAL_PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","One of the problems with\n\nineffective techniques is people are trying to\n\ncontrol the smoking, they stall, they delay, and\n\nthe tension builds and builds and then it breaks\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=142\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5636 them.  ",29866,is,001-060-358-6486
1387,PERSON,2,"PERSON:knees.\n\nBY, PERSON:MR","In\n\nfact, that\'s what he ended up believing, after\n\ntrying everything he knew how to try, he was a\n\nvery strong guy, a very self-willed guy, he\n\nwasn\'t used to failure, but this thing brought\n\nhim down to his knees.\n\nBY MR.",29966,was,knees.\n\nBY MR
1388,ORG,1,ORG:SCHLESINGER:\n\nQ,SCHLESINGER:\n\nQ    ,30012,SCHLESINGER:\n\nQ,SCHLESINGER:\n\nQ    
1389,PERSON,1,PERSON:came\n\nup,What\'s the first thing he did when he came\n\nup for air after he was done scuba diving?\n\nA    ,30014,'s,came\n\nup
1390,ORG,1,ORG:cigarette.\n\nQ,I think he took a cigarette.\n\nQ    ,30033,think,cigarette.\n\nQ    
1391,PERSON,4,"PERSON:Mr., PERSON:Shulman, ORG:Trade, ORG:Thompson","All of it.\n\nQ    Was Mr. Shulman someone that you could tell\n\nthe jurors, did he demonstrate that he was a \xef\xbf\xbd\n\nsuccessful in life or that he had control in other\n\naspects of his life, did you make a determination\n\nElectronically signed by Trade Thompson (",30063,make,Mr. Shulman
1392,ORG,4,"PERSON:Mr., PERSON:Shulman, ORG:Trade, ORG:Thompson","All of it.\n\nQ    Was Mr. Shulman someone that you could tell\n\nthe jurors, did he demonstrate that he was a \xef\xbf\xbd\n\nsuccessful in life or that he had control in other\n\naspects of his life, did you make a determination\n\nElectronically signed by Trade Thompson (",30063,make,Trade Thompson
1393,PHONE_NUMBER,0,,001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=143\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5637 about that as a psychologist?\n\nA    ,30108,Odb\x0c\npgNbr=143\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage,358-6486
1394,PHONE_NUMBER,0,,001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=143\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5637 about that as a psychologist?\n\nA    ,30108,Odb\x0c\npgNbr=143\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage,1480753
1395,PHONE_NUMBER,0,,001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=143\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5637 about that as a psychologist?\n\nA    ,30108,Odb\x0c\npgNbr=143\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage,358 6486
1396,PHONE_NUMBER,0,,001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=143\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5637 about that as a psychologist?\n\nA    ,30108,Odb\x0c\npgNbr=143\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage,1480753
1397,INTERNATIONAL_PHONE_NUMBER,0,,001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=143\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5637 about that as a psychologist?\n\nA    ,30108,Odb\x0c\npgNbr=143\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage,001-060-358-6486
1398,ORG,2,"ORG:Trade, ORG:Thompson",She put signs up on the\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=144\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5638 refrigerator.  ,30360,put,Trade Thompson
1399,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",She put signs up on the\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=144\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5638 refrigerator.  ,30360,put,358-6486
1400,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",She put signs up on the\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=144\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5638 refrigerator.  ,30360,put,1480753
1401,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",She put signs up on the\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=144\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5638 refrigerator.  ,30360,put,358 6486
1402,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",She put signs up on the\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=144\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5638 refrigerator.  ,30360,put,1480753
1403,INTERNATIONAL_PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",She put signs up on the\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=144\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5638 refrigerator.  ,30360,put,001-060-358-6486
1404,PERSON,1,PERSON:can\'t,"She screamed at him, you can\'t do it\n\nanymore.  ",30387,screamed,can\'t
