center,cluster,cluster_member,cumulative_cluster_score,entity_type,number_of_clusters,number_of_members,raw_sentence,sentence_position,text_value
"[1.2560e+03 5.0000e+00 2.6992e+04 3.0000e+00 1.8300e+02 4.1800e+02
 6.0000e+01 1.0000e+01]",624,1258,3,['PHONE_NUMBER'],725,5,"[""Were there jobs that Mr. Shulman couldn\\'t take in his younger life because of smoking and dangerous situations?\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=130\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5624""]",[26992],['1480753']
"[1.2560e+03 5.0000e+00 2.6992e+04 3.0000e+00 1.8300e+02 4.1800e+02
 6.0000e+01 1.0000e+01]",624,1259,4,['INTERNATIONAL_PHONE_NUMBER'],725,5,"[""Were there jobs that Mr. Shulman couldn\\'t take in his younger life because of smoking and dangerous situations?\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=130\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5624""]",[26992],['001-060-358-6486']
"[1.2600e+03 1.0000e+00 2.7033e+04 2.0000e+00 2.5100e+02 3.5700e+02
 0.0000e+00 2.3300e+02]",625,1260,0,['PERSON'],725,1,"[""That\\'s another thing that really\\n\\njumped off the page at me, that he turned down a job\\n\\nduring the depression, when money was tight, because\\n\\nthe whole day he couldn\\'t get away.  ""]",[27033],"[""couldn\\'t""]"
"[1.2610e+03 1.0000e+00 2.7131e+04 1.0000e+00 9.8000e+01 1.5100e+02
 1.7400e+02 2.5800e+02]",626,1261,0,['ORG'],725,1,['He met that criteria in my\\n\\nview.\\n\\nQ    '],[27131],['my\\n\\nview.\\n\\nQ    ']
"[1.2620e+03 2.0000e+00 2.7138e+04 1.0000e+00 5.8000e+01 4.4000e+01
 8.5000e+01 1.6200e+02]",627,1262,1,['ORG'],725,1,"[""Along those lines, cigarettes can be bought in the United States in the \\'30s all the way up to today, right ?""]",[27138],['United States']
"[1.2630e+03 1.0000e+00 2.7175e+04 2.0000e+00 2.1900e+02 5.0400e+02
 1.5200e+02 1.7700e+02]",628,1263,0,['PERSON'],725,1,"['look for \\xef\\xbf\\xbd unlike an illegal drug like heroin or cocaine, does nicotine include things like robbing stores or stealing or doing antisocial things to get product?  ']",[27175],['\\xef\\xbf\\xbd']
"[1.2640e+03 2.0000e+00 2.7238e+04 1.0000e+00 4.6000e+01 2.6700e+02
 8.7000e+01 1.6100e+02]",629,1264,1,['ORG'],725,1,"[""Maybe for heroin people would break in and steal, but people don\\'t typically do that -- he did take cigarettes from his parents\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071""]",[27238],['Trade Thompson']
"[1.2660e+03 2.0000e+00 2.7238e+04 3.0000e+00 4.6000e+01 2.6700e+02
 8.7000e+01 1.0000e+01]",630,1265,1,['PHONE_NUMBER'],725,5,"[""Maybe for heroin people would break in and steal, but people don\\'t typically do that -- he did take cigarettes from his parents\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071""]",[27238],['358-6486']
"[1.2660e+03 2.0000e+00 2.7238e+04 3.0000e+00 4.6000e+01 2.6700e+02
 8.7000e+01 1.0000e+01]",630,1266,2,['PHONE_NUMBER'],725,5,"[""Maybe for heroin people would break in and steal, but people don\\'t typically do that -- he did take cigarettes from his parents\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071""]",[27238],['1480753']
"[1.2660e+03 2.0000e+00 2.7238e+04 3.0000e+00 4.6000e+01 2.6700e+02
 8.7000e+01 1.0000e+01]",630,1267,2,['PHONE_NUMBER'],725,5,"[""Maybe for heroin people would break in and steal, but people don\\'t typically do that -- he did take cigarettes from his parents\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071""]",[27238],['358 6486']
"[1.2660e+03 2.0000e+00 2.7238e+04 3.0000e+00 4.6000e+01 2.6700e+02
 8.7000e+01 1.0000e+01]",630,1268,3,['PHONE_NUMBER'],725,5,"[""Maybe for heroin people would break in and steal, but people don\\'t typically do that -- he did take cigarettes from his parents\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071""]",[27238],['1480753']
"[1.2660e+03 2.0000e+00 2.7238e+04 3.0000e+00 4.6000e+01 2.6700e+02
 8.7000e+01 1.0000e+01]",630,1269,4,['INTERNATIONAL_PHONE_NUMBER'],725,5,"[""Maybe for heroin people would break in and steal, but people don\\'t typically do that -- he did take cigarettes from his parents\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071""]",[27238],['001-060-358-6486']
"[1.271e+03 2.000e+00 2.730e+04 2.000e+00 2.920e+02 1.560e+02 1.170e+02
 2.150e+02]",631,1270,0,['PERSON'],725,2,"[""He wasn\\'t breaking\\n\\nand entering to get cigarettes.\\n\\nQ    ""]",[27300],"[""wasn\\'t""]"
"[1.271e+03 2.000e+00 2.730e+04 2.000e+00 2.920e+02 1.560e+02 1.170e+02
 2.150e+02]",631,1271,0,['PERSON'],725,2,"[""He wasn\\'t breaking\\n\\nand entering to get cigarettes.\\n\\nQ    ""]",[27300],['cigarettes.\\n\\nQ    ']
"[1.2720e+03 3.0000e+00 2.7312e+04 2.0000e+00 1.4700e+02 1.7800e+02
 2.0000e+02 7.0000e+01]",632,1272,1,['PERSON'],725,3,"['I guess you had to do this historically, but historically doing the Fagerstrom in retrospect of Mr. Shulman, what did you score him?\\n\\nA    ']",[27312],['Fagerstrom']
"[1.2720e+03 3.0000e+00 2.7312e+04 2.0000e+00 1.4700e+02 1.7800e+02
 2.0000e+02 7.0000e+01]",632,1273,2,['PERSON'],725,3,"['I guess you had to do this historically, but historically doing the Fagerstrom in retrospect of Mr. Shulman, what did you score him?\\n\\nA    ']",[27312],['Mr. Shulman']
"[1.2720e+03 3.0000e+00 2.7312e+04 2.0000e+00 1.4700e+02 1.7800e+02
 2.0000e+02 7.0000e+01]",632,1274,3,['PERSON'],725,3,"[""Let\\'s go to the next slide 36 to show what the different degrees of dependence are based on the Fagerstrom test, when you score it, what it means.""]",[27351],['Fagerstrom']
"[1.2750e+03 1.0000e+00 2.7383e+04 2.0000e+00 1.4600e+02 2.3200e+02
 3.5000e+01 7.0000e+01]",633,1275,1,['PERSON'],725,1,['Is this what Fagerstrom says the different scores portend with regard to the level of dependence?\\n\\nA    '],[27383],['Fagerstrom']
"[1.2760e+03 2.0000e+00 2.7501e+04 1.0000e+00 4.6000e+01 1.1500e+02
 1.3000e+02 1.6100e+02]",634,1276,1,['ORG'],725,1,"[""Do you feel strongly in your practice that there\\'s \\xef\\xbf\\xbd that these different kinds of degrees of dependence are\\n\\nElectronically signed by Trade Thompson (""]",[27501],['Trade Thompson']
"[ 1.2780e+03  0.0000e+00  2.7526e+04  3.0000e+00 -1.0000e+00  1.4000e+01
  1.5100e+02  1.0000e+01]",635,1277,1,['PHONE_NUMBER'],725,5,['001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=132\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5626 important and significant in the way folks smoke and\\n\\nunderstanding'],[27526],['358-6486']
"[ 1.2780e+03  0.0000e+00  2.7526e+04  3.0000e+00 -1.0000e+00  1.4000e+01
  1.5100e+02  1.0000e+01]",635,1278,2,['PHONE_NUMBER'],725,5,['001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=132\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5626 important and significant in the way folks smoke and\\n\\nunderstanding'],[27526],['1480753']
"[ 1.2780e+03  0.0000e+00  2.7526e+04  3.0000e+00 -1.0000e+00  1.4000e+01
  1.5100e+02  1.0000e+01]",635,1279,2,['PHONE_NUMBER'],725,5,['001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=132\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5626 important and significant in the way folks smoke and\\n\\nunderstanding'],[27526],['358 6486']
"[ 1.2780e+03  0.0000e+00  2.7526e+04  3.0000e+00 -1.0000e+00  1.4000e+01
  1.5100e+02  1.0000e+01]",635,1280,3,['PHONE_NUMBER'],725,5,['001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=132\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5626 important and significant in the way folks smoke and\\n\\nunderstanding'],[27526],['1480753']
"[ 1.2780e+03  0.0000e+00  2.7526e+04  3.0000e+00 -1.0000e+00  1.4000e+01
  1.5100e+02  1.0000e+01]",635,1281,4,['INTERNATIONAL_PHONE_NUMBER'],725,5,['001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=132\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5626 important and significant in the way folks smoke and\\n\\nunderstanding'],[27526],['001-060-358-6486']
"[1.2820e+03 2.0000e+00 2.7644e+04 2.0000e+00 1.7100e+02 5.4500e+02
 7.3000e+01 1.1000e+02]",636,1282,1,['PERSON'],725,1,"[""when you\\'re talking about the top 5 percent, which is where I would put Mr. Shulman, it\\'s talking about a small group with extreme dependence, chances to give up are small.  ""]",[27644],['Mr. Shulman']
"[1.2830e+03 1.0000e+00 2.7727e+04 2.0000e+00 1.4600e+02 4.1300e+02
 0.0000e+00 7.0000e+01]",637,1283,1,['PERSON'],725,1,"[""Well, that\\'s what the eight means, according to Fagerstrom.  ""]",[27727],['Fagerstrom']
"[1.2840e+03 5.0000e+00 2.7748e+04 2.0000e+00 1.8000e+02 2.7800e+02
 1.3700e+02 1.1000e+02]",638,1284,1,['PERSON'],725,2,"['Now, Mr. Shulman ultimately did give up smoking?\\n\\nA    Yes.\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=133\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5627 Q    ']",[27748],['Mr. Shulman']
"[1.2840e+03 5.0000e+00 2.7748e+04 2.0000e+00 1.8000e+02 2.7800e+02
 1.3700e+02 1.1000e+02]",638,1286,2,['ORG'],725,2,"['Now, Mr. Shulman ultimately did give up smoking?\\n\\nA    Yes.\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=133\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5627 Q    ']",[27748],['Trade Thompson']
"[1.2880e+03 5.0000e+00 2.7748e+04 3.0000e+00 1.8000e+02 2.7800e+02
 1.3700e+02 1.0000e+01]",639,1285,0,['PERSON'],725,6,"['Now, Mr. Shulman ultimately did give up smoking?\\n\\nA    Yes.\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=133\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5627 Q    ']",[27748],['   Yes.\\n\\nElectronically']
"[1.2880e+03 5.0000e+00 2.7748e+04 3.0000e+00 1.8000e+02 2.7800e+02
 1.3700e+02 1.0000e+01]",639,1287,1,['PHONE_NUMBER'],725,6,"['Now, Mr. Shulman ultimately did give up smoking?\\n\\nA    Yes.\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=133\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5627 Q    ']",[27748],['358-6486']
"[1.2880e+03 5.0000e+00 2.7748e+04 3.0000e+00 1.8000e+02 2.7800e+02
 1.3700e+02 1.0000e+01]",639,1288,2,['PHONE_NUMBER'],725,6,"['Now, Mr. Shulman ultimately did give up smoking?\\n\\nA    Yes.\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=133\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5627 Q    ']",[27748],['1480753']
"[1.2880e+03 5.0000e+00 2.7748e+04 3.0000e+00 1.8000e+02 2.7800e+02
 1.3700e+02 1.0000e+01]",639,1289,2,['PHONE_NUMBER'],725,6,"['Now, Mr. Shulman ultimately did give up smoking?\\n\\nA    Yes.\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=133\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5627 Q    ']",[27748],['358 6486']
"[1.2880e+03 5.0000e+00 2.7748e+04 3.0000e+00 1.8000e+02 2.7800e+02
 1.3700e+02 1.0000e+01]",639,1290,3,['PHONE_NUMBER'],725,6,"['Now, Mr. Shulman ultimately did give up smoking?\\n\\nA    Yes.\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=133\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5627 Q    ']",[27748],['1480753']
"[1.2880e+03 5.0000e+00 2.7748e+04 3.0000e+00 1.8000e+02 2.7800e+02
 1.3700e+02 1.0000e+01]",639,1291,4,['INTERNATIONAL_PHONE_NUMBER'],725,6,"['Now, Mr. Shulman ultimately did give up smoking?\\n\\nA    Yes.\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=133\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5627 Q    ']",[27748],['001-060-358-6486']
"[1.2920e+03 1.0000e+00 2.7816e+04 2.0000e+00 2.9300e+02 5.0700e+02
 1.7000e+02 3.1400e+02]",640,1292,0,['PERSON'],725,1,"[""mean you weren\\'t dependent during those periods\\n\\nof years?  ""]",[27816],"[""weren\\'t""]"
"[1.2930e+03 1.0000e+00 2.7845e+04 2.0000e+00 2.3400e+02 5.0600e+02
 1.7000e+02 2.0000e+02]",641,1293,0,['PERSON'],725,1,"[""mean you can\\'t quit.  ""]",[27845],"[""can\\'t""]"
"[1.2940e+03 1.0000e+00 2.7851e+04 2.0000e+00 2.5800e+02 2.4600e+02
 3.6000e+01 2.3900e+02]",642,1294,0,['PERSON'],725,1,"[""It\\'s just much harder for you than it might be for other people.\\n\\nSo, you know, just because you decide to do something and try to quit doesn\\'t""]",[27851],"[""doesn\\'t""]"
"[1.295e+03 3.000e+00 2.791e+04 1.000e+00 7.000e+00 5.550e+02 1.390e+02
 4.100e+01]",643,1295,1,['ORG'],725,1,"[""you\\'re going to be able to play Chopin Etudes, or play something that is very complicated when you can\\'t read music.\\n\\nSome people have a much higher bar to get over than other people.  ""]",[27910],['Chopin Etudes']
"[1.296e+03 3.000e+00 2.791e+04 2.000e+00 7.000e+00 5.550e+02 1.390e+02
 2.000e+02]",644,1296,0,['PERSON'],725,1,"[""you\\'re going to be able to play Chopin Etudes, or play something that is very complicated when you can\\'t read music.\\n\\nSome people have a much higher bar to get over than other people.  ""]",[27910],"[""can\\'t""]"
"[1.297e+03 1.000e+00 2.795e+04 2.000e+00 2.340e+02 4.770e+02 1.360e+02
 2.000e+02]",645,1297,0,['PERSON'],725,1,"[""can\\'t get over it.  ""]",[27950],"[""can\\'t""]"
"[1.2980e+03 2.0000e+00 2.7999e+04 1.0000e+00 4.6000e+01 4.1200e+02
 2.0300e+02 1.6100e+02]",646,1298,1,['ORG'],725,1,"['Well, did you see evidence in the record as to whether cancer is what cured his smoking?\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=134\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5628']",[27999],['Trade Thompson']
"[1.3000e+03 2.0000e+00 2.7999e+04 3.0000e+00 4.6000e+01 4.1200e+02
 2.0300e+02 1.0000e+01]",647,1299,1,['PHONE_NUMBER'],725,5,"['Well, did you see evidence in the record as to whether cancer is what cured his smoking?\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=134\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5628']",[27999],['358-6486']
"[1.3000e+03 2.0000e+00 2.7999e+04 3.0000e+00 4.6000e+01 4.1200e+02
 2.0300e+02 1.0000e+01]",647,1300,2,['PHONE_NUMBER'],725,5,"['Well, did you see evidence in the record as to whether cancer is what cured his smoking?\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=134\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5628']",[27999],['1480753']
"[1.3000e+03 2.0000e+00 2.7999e+04 3.0000e+00 4.6000e+01 4.1200e+02
 2.0300e+02 1.0000e+01]",647,1301,2,['PHONE_NUMBER'],725,5,"['Well, did you see evidence in the record as to whether cancer is what cured his smoking?\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=134\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5628']",[27999],['358 6486']
"[1.3000e+03 2.0000e+00 2.7999e+04 3.0000e+00 4.6000e+01 4.1200e+02
 2.0300e+02 1.0000e+01]",647,1302,3,['PHONE_NUMBER'],725,5,"['Well, did you see evidence in the record as to whether cancer is what cured his smoking?\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=134\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5628']",[27999],['1480753']
"[1.3000e+03 2.0000e+00 2.7999e+04 3.0000e+00 4.6000e+01 4.1200e+02
 2.0300e+02 1.0000e+01]",647,1303,4,['INTERNATIONAL_PHONE_NUMBER'],725,5,"['Well, did you see evidence in the record as to whether cancer is what cured his smoking?\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=134\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5628']",[27999],['001-060-358-6486']
"[1.3040e+03 1.0000e+00 2.8037e+04 1.0000e+00 1.0900e+02 4.1500e+02
 1.5300e+02 2.8800e+02]",648,1304,0,['ORG'],725,1,"[""Well, there\\'s some indications that that\\'s\\n\\ntrue\\n\\nQ    ""]",[28037],"[""that\\'s\\n\\ntrue\\n\\nQ    ""]"
"[1.3050e+03 2.0000e+00 2.8111e+04 2.0000e+00 1.7100e+02 1.6400e+02
 1.3200e+02 1.1000e+02]",649,1305,1,['PERSON'],725,1,"['How does that fit into Mr. Shulman,']",[28111],['Mr. Shulman']
"[1.3060e+03 1.0000e+00 2.8182e+04 2.0000e+00 2.8900e+02 6.0000e+00
 7.4000e+01 3.0600e+02]",650,1306,0,['PERSON'],725,1,"["", mostly people aren\\'t going to their doctors unfortunately.\\n\\nQ    ""]",[28182],['unfortunately.\\n\\nQ    ']
"[1.3070e+03 1.0000e+00 2.8202e+04 2.0000e+00 2.1900e+02 2.1000e+02
 6.4000e+01 1.7700e+02]",651,1307,0,['PERSON'],725,1,"['In other words, obviously \\xef\\xbf\\xbd']",[28202],['\\xef\\xbf\\xbd']
"[1.3080e+03 4.0000e+00 2.8265e+04 1.0000e+00 5.0000e+01 4.9500e+02
 0.0000e+00 1.6100e+02]",652,1308,1,['ORG'],725,1,"[""high?\\n\\nA    That\\'s the message that you give the\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=135\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5629 patient when they score high on this.\\n\\nQ    Why?\\n\\nA    ""]",[28265],['Trade Thompson']
"[1.3090e+03 4.0000e+00 2.8265e+04 1.0000e+00 5.0000e+01 4.9500e+02
 0.0000e+00 2.9700e+02]",653,1309,0,['ORG'],725,1,"[""high?\\n\\nA    That\\'s the message that you give the\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=135\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5629 patient when they score high on this.\\n\\nQ    Why?\\n\\nA    ""]",[28265],['this.\\n\\nQ    Why?\\n\\nA    ']
